"","Cercopithecus_mitis","Chlorocebus_pygerythrus","Erythrocebus_patas","Cheirogaleus_medius","Eulemur_fulvus_rufus","Eulemur_rubriventer","Hapalemur_griseus","Indri_indri","Lemur_catta","Lepilemur_ruficaudatus","Phaner_furcifer","Propithecus_verreauxi","Alouatta_caraya","Alouatta_seniculus","Brachyteles_arachnoides","Aotus_azarai","Cebus_capucinus","Saguinus_geoffroyi","Saguinus_mystax","Gorilla_beringei","Gorilla_gorilla_gorilla","Hylobates_lar","Hylobates_muelleri","Nomascus_concolor","Nomascus_gabriellae","Pan_paniscus","Pan_troglodytes_schweinfurthii","Pan_troglodytes_verus","Callicebus_donacophilus","Callicebus_moloch","Pithecia_pithecia","Macaca_assamensis","Macaca_fascicularis","Macaca_fuscata","Macaca_leonina","Macaca_mulatta","Macaca_nigra","Macaca_sinica","Macaca_sylvanus","Papio_anubis","Papio_cynocephalus","Papio_hamadryas","Papio_papio","Papio_ursinus","Theropithecus_gelada","Colobus_vellerosus","Rhinopithecus_roxellana","Semnopithecus_entellus","Trachypithecus_phayrei","Trachypithecus_poliocephalus","Tarsius_lariang"
"Pan_troglodytes_verus",0.589058077173493,0.589058081207971,0.589058077173493,0,0,0,0,0,0,0,0,0,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.358768683251305,0.358768683251305,0.881481161758529,0.881481161758529,0.731436509025993,0.731436509025993,0.731436509025993,0.731436509025993,0.968034835436291,0.985186605674394,1,0.358768685708523,0.358768685708523,0.358768683251305,0.589058077173493,0.589058081207971,0.589058077173493,0.589058077173493,0.589058081207971,0.589058073139016,0.589058077173493,0.589058077173493,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058077173493,0.589058081207971,0.589058077173493,0.589058077173493,0.589058073139016,0.589058073139016,0.0570248471504993
"Callicebus_donacophilus",0.358768685708523,0.358768688165741,0.358768685708523,0,0,0,0,0,0,0,0,0,0.688604956030722,0.688604956030722,0.688604956030722,0.688604951314445,0.688604951314445,0.688604951314445,0.688604951314445,0.358768685708523,0.358768685708523,0.358768688165741,0.358768688165741,0.358768688165741,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,1,0.946399462553726,0.734311157284544,0.358768685708523,0.358768688165741,0.358768685708523,0.358768685708523,0.358768688165741,0.358768683251305,0.358768685708523,0.358768685708523,0.358768688165741,0.358768688165741,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.358768688165741,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.0570248475410643
"Callicebus_moloch",0.358768685708523,0.358768688165741,0.358768685708523,0,0,0,0,0,0,0,0,0,0.688604956030722,0.688604956030722,0.688604956030722,0.688604951314445,0.688604951314445,0.688604951314445,0.688604951314445,0.358768685708523,0.358768685708523,0.358768688165741,0.358768688165741,0.358768688165741,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.946399462553726,1,0.734311157284544,0.358768685708523,0.358768688165741,0.358768685708523,0.358768685708523,0.358768688165741,0.358768683251305,0.358768685708523,0.358768685708523,0.358768688165741,0.358768688165741,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.358768688165741,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.0570248475410643
"Pithecia_pithecia",0.358768683251305,0.358768685708523,0.358768683251305,0,0,0,0,0,0,0,0,0,0.688604951314445,0.688604951314445,0.688604951314445,0.688604946598167,0.688604946598167,0.688604946598167,0.688604946598167,0.358768683251305,0.358768683251305,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.734311157284544,0.734311157284544,1,0.358768683251305,0.358768685708523,0.358768683251305,0.358768683251305,0.358768685708523,0.358768680794087,0.358768683251305,0.358768683251305,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.358768685708523,0.358768683251305,0.358768683251305,0.358768680794087,0.358768680794087,0.0570248471504994
"Macaca_assamensis",0.796238851437089,0.796238856890554,0.796238851437089,0,0,0,0,0,0,0,0,0,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.358768683251305,0.358768683251305,0.589058077173493,0.589058077173493,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058077173493,0.358768685708523,0.358768685708523,0.358768683251305,1,0.905784779296489,0.917303899445583,0.917303899445583,0.905784779296489,0.91730389316294,0.95577082914886,0.881363810447346,0.823945286591129,0.823945286591129,0.823945286591129,0.823945286591129,0.823945286591129,0.823945280947902,0.706719325585147,0.706719320744804,0.706719320744804,0.706719315904461,0.706719315904461,0.0570248471504994
"Macaca_fascicularis",0.796238856890554,0.79623886234402,0.796238856890554,0,0,0,0,0,0,0,0,0,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.589058081207971,0.589058081207971,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058081207971,0.358768688165741,0.358768688165741,0.358768685708523,0.905784779296489,1,0.905784779296489,0.905784779296489,0.930879871295184,0.90578477309274,0.905784779296489,0.881363816483835,0.823945292234357,0.823945292234357,0.823945292234357,0.823945292234357,0.823945292234357,0.823945286591129,0.70671933042549,0.706719325585147,0.706719325585147,0.706719320744804,0.706719320744804,0.0570248475410643
"Macaca_fuscata",0.796238851437089,0.796238856890554,0.796238851437089,0,0,0,0,0,0,0,0,0,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.358768683251305,0.358768683251305,0.589058077173493,0.589058077173493,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058077173493,0.358768685708523,0.358768685708523,0.358768683251305,0.917303899445583,0.905784779296489,1,0.917303899445583,0.905784779296489,0.91730389316294,0.917303899445583,0.881363810447346,0.823945286591129,0.823945286591129,0.823945286591129,0.823945286591129,0.823945286591129,0.823945280947902,0.706719325585147,0.706719320744804,0.706719320744804,0.706719315904461,0.706719315904461,0.0570248471504994
"Macaca_leonina",0.796238851437089,0.796238856890554,0.796238851437089,0,0,0,0,0,0,0,0,0,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.358768683251305,0.358768683251305,0.589058077173493,0.589058077173493,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058077173493,0.358768685708523,0.358768685708523,0.358768683251305,0.917303899445583,0.905784779296489,0.917303899445583,1,0.905784779296489,0.941548506771011,0.917303899445583,0.881363810447346,0.823945286591129,0.823945286591129,0.823945286591129,0.823945286591129,0.823945286591129,0.823945280947902,0.706719325585147,0.706719320744804,0.706719320744804,0.706719315904461,0.706719315904461,0.0570248471504994
"Macaca_mulatta",0.796238856890554,0.79623886234402,0.796238856890554,0,0,0,0,0,0,0,0,0,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.589058081207971,0.589058081207971,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058081207971,0.358768688165741,0.358768688165741,0.358768685708523,0.905784779296489,0.930879871295184,0.905784779296489,0.905784779296489,1,0.90578477309274,0.905784779296489,0.881363816483835,0.823945292234357,0.823945292234357,0.823945292234357,0.823945292234357,0.823945292234357,0.823945286591129,0.70671933042549,0.706719325585147,0.706719325585147,0.706719320744804,0.706719320744804,0.0570248475410643
"Macaca_nigra",0.796238845983624,0.796238851437089,0.796238845983624,0,0,0,0,0,0,0,0,0,0.358768683251305,0.358768683251305,0.358768683251305,0.358768680794087,0.358768680794087,0.358768680794087,0.358768680794087,0.589058073139016,0.589058073139016,0.589058077173493,0.589058077173493,0.589058077173493,0.589058077173493,0.589058077173493,0.589058077173493,0.589058073139016,0.358768683251305,0.358768683251305,0.358768680794087,0.91730389316294,0.90578477309274,0.91730389316294,0.941548506771011,0.90578477309274,1,0.91730389316294,0.881363804410857,0.823945280947902,0.823945280947902,0.823945280947902,0.823945280947902,0.823945280947902,0.823945275304674,0.706719320744804,0.706719315904461,0.706719315904461,0.706719311064118,0.706719311064118,0.0570248467599344
"Macaca_sinica",0.796238851437089,0.796238856890554,0.796238851437089,0,0,0,0,0,0,0,0,0,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.358768683251305,0.358768683251305,0.589058077173493,0.589058077173493,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058077173493,0.358768685708523,0.358768685708523,0.358768683251305,0.95577082914886,0.905784779296489,0.917303899445583,0.917303899445583,0.905784779296489,0.91730389316294,1,0.881363810447346,0.823945286591129,0.823945286591129,0.823945286591129,0.823945286591129,0.823945286591129,0.823945280947902,0.706719325585147,0.706719320744804,0.706719320744804,0.706719315904461,0.706719315904461,0.0570248471504994
"Macaca_sylvanus",0.796238851437089,0.796238856890554,0.796238851437089,0,0,0,0,0,0,0,0,0,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.358768683251305,0.358768683251305,0.589058077173493,0.589058077173493,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058077173493,0.358768685708523,0.358768685708523,0.358768683251305,0.881363810447346,0.881363816483835,0.881363810447346,0.881363810447346,0.881363816483835,0.881363804410857,0.881363810447346,1,0.823945286591129,0.823945286591129,0.823945286591129,0.823945286591129,0.823945286591129,0.823945280947902,0.706719325585147,0.706719320744804,0.706719320744804,0.706719315904461,0.706719315904461,0.0570248471504994
"Papio_anubis",0.796238856890554,0.79623886234402,0.796238856890554,0,0,0,0,0,0,0,0,0,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.589058081207971,0.589058081207971,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058081207971,0.358768688165741,0.358768688165741,0.358768685708523,0.823945286591129,0.823945292234357,0.823945286591129,0.823945286591129,0.823945292234357,0.823945280947902,0.823945286591129,0.823945286591129,1,0.971803275311166,0.982504449336601,0.976578968283202,0.963312996183254,0.920973630699941,0.70671933042549,0.706719325585147,0.706719325585147,0.706719320744804,0.706719320744804,0.0570248475410643
"Papio_cynocephalus",0.796238856890554,0.79623886234402,0.796238856890554,0,0,0,0,0,0,0,0,0,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.589058081207971,0.589058081207971,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058081207971,0.358768688165741,0.358768688165741,0.358768685708523,0.823945286591129,0.823945292234357,0.823945286591129,0.823945286591129,0.823945292234357,0.823945280947902,0.823945286591129,0.823945286591129,0.971803275311166,1,0.971803275311166,0.971803275311166,0.963312996183254,0.920973630699941,0.70671933042549,0.706719325585147,0.706719325585147,0.706719320744804,0.706719320744804,0.0570248475410643
"Papio_hamadryas",0.796238856890554,0.79623886234402,0.796238856890554,0,0,0,0,0,0,0,0,0,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.589058081207971,0.589058081207971,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058081207971,0.358768688165741,0.358768688165741,0.358768685708523,0.823945286591129,0.823945292234357,0.823945286591129,0.823945286591129,0.823945292234357,0.823945280947902,0.823945286591129,0.823945286591129,0.982504449336601,0.971803275311166,1,0.976578968283202,0.963312996183254,0.920973630699941,0.70671933042549,0.706719325585147,0.706719325585147,0.706719320744804,0.706719320744804,0.0570248475410643
"Papio_papio",0.796238856890554,0.79623886234402,0.796238856890554,0,0,0,0,0,0,0,0,0,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.589058081207971,0.589058081207971,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058081207971,0.358768688165741,0.358768688165741,0.358768685708523,0.823945286591129,0.823945292234357,0.823945286591129,0.823945286591129,0.823945292234357,0.823945280947902,0.823945286591129,0.823945286591129,0.976578968283202,0.971803275311166,0.976578968283202,1,0.963312996183254,0.920973630699941,0.70671933042549,0.706719325585147,0.706719325585147,0.706719320744804,0.706719320744804,0.0570248475410643
"Papio_ursinus",0.796238856890554,0.79623886234402,0.796238856890554,0,0,0,0,0,0,0,0,0,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.589058081207971,0.589058081207971,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058081207971,0.358768688165741,0.358768688165741,0.358768685708523,0.823945286591129,0.823945292234357,0.823945286591129,0.823945286591129,0.823945292234357,0.823945280947902,0.823945286591129,0.823945286591129,0.963312996183254,0.963312996183254,0.963312996183254,0.963312996183254,1,0.920973630699941,0.70671933042549,0.706719325585147,0.706719325585147,0.706719320744804,0.706719320744804,0.0570248475410643
"Theropithecus_gelada",0.796238851437089,0.796238856890554,0.796238851437089,0,0,0,0,0,0,0,0,0,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.358768683251305,0.358768683251305,0.589058077173493,0.589058077173493,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058077173493,0.358768685708523,0.358768685708523,0.358768683251305,0.823945280947902,0.823945286591129,0.823945280947902,0.823945280947902,0.823945286591129,0.823945275304674,0.823945280947902,0.823945280947902,0.920973630699941,0.920973630699941,0.920973630699941,0.920973630699941,0.920973630699941,1,0.706719325585147,0.706719320744804,0.706719320744804,0.706719315904461,0.706719315904461,0.0570248471504994
"Colobus_vellerosus",0.706719325585147,0.70671933042549,0.706719325585147,0,0,0,0,0,0,0,0,0,0.358768688165741,0.358768688165741,0.358768688165741,0.358768685708523,0.358768685708523,0.358768685708523,0.358768685708523,0.589058081207971,0.589058081207971,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058085242448,0.589058081207971,0.358768688165741,0.358768688165741,0.358768685708523,0.706719325585147,0.70671933042549,0.706719325585147,0.706719325585147,0.70671933042549,0.706719320744804,0.706719325585147,0.706719325585147,0.70671933042549,0.70671933042549,0.70671933042549,0.70671933042549,0.70671933042549,0.706719325585147,1,0.78856822886029,0.78856822886029,0.788568223459361,0.788568223459361,0.0570248475410643
"Rhinopithecus_roxellana",0.706719320744804,0.706719325585147,0.706719320744804,0,0,0,0,0,0,0,0,0,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.358768683251305,0.358768683251305,0.589058077173493,0.589058077173493,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058077173493,0.358768685708523,0.358768685708523,0.358768683251305,0.706719320744804,0.706719325585147,0.706719320744804,0.706719320744804,0.706719325585147,0.706719315904461,0.706719320744804,0.706719320744804,0.706719325585147,0.706719325585147,0.706719325585147,0.706719325585147,0.706719325585147,0.706719320744804,0.78856822886029,1,0.824875091809559,0.824875086159964,0.824875086159964,0.0570248471504994
"Semnopithecus_entellus",0.706719320744804,0.706719325585147,0.706719320744804,0,0,0,0,0,0,0,0,0,0.358768685708523,0.358768685708523,0.358768685708523,0.358768683251305,0.358768683251305,0.358768683251305,0.358768683251305,0.589058077173493,0.589058077173493,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058081207971,0.589058077173493,0.358768685708523,0.358768685708523,0.358768683251305,0.706719320744804,0.706719325585147,0.706719320744804,0.706719320744804,0.706719325585147,0.706719315904461,0.706719320744804,0.706719320744804,0.706719325585147,0.706719325585147,0.706719325585147,0.706719325585147,0.706719325585147,0.706719320744804,0.78856822886029,0.824875091809559,1,0.843001322705563,0.843001322705563,0.0570248471504993
"Trachypithecus_phayrei",0.706719315904461,0.706719320744804,0.706719315904461,0,0,0,0,0,0,0,0,0,0.358768683251305,0.358768683251305,0.358768683251305,0.358768680794087,0.358768680794087,0.358768680794087,0.358768680794087,0.589058073139016,0.589058073139016,0.589058077173493,0.589058077173493,0.589058077173493,0.589058077173493,0.589058077173493,0.589058077173493,0.589058073139016,0.358768683251305,0.358768683251305,0.358768680794087,0.706719315904461,0.706719320744804,0.706719315904461,0.706719315904461,0.706719320744804,0.706719311064118,0.706719315904461,0.706719315904461,0.706719320744804,0.706719320744804,0.706719320744804,0.706719320744804,0.706719320744804,0.706719315904461,0.788568223459361,0.824875086159964,0.843001322705563,1,0.944889074451988,0.0570248467599344
"Trachypithecus_poliocephalus",0.706719315904461,0.706719320744804,0.706719315904461,0,0,0,0,0,0,0,0,0,0.358768683251305,0.358768683251305,0.358768683251305,0.358768680794087,0.358768680794087,0.358768680794087,0.358768680794087,0.589058073139016,0.589058073139016,0.589058077173493,0.589058077173493,0.589058077173493,0.589058077173493,0.589058077173493,0.589058077173493,0.589058073139016,0.358768683251305,0.358768683251305,0.358768680794087,0.706719315904461,0.706719320744804,0.706719315904461,0.706719315904461,0.706719320744804,0.706719311064118,0.706719315904461,0.706719315904461,0.706719320744804,0.706719320744804,0.706719320744804,0.706719320744804,0.706719320744804,0.706719315904461,0.788568223459361,0.824875086159964,0.843001322705563,0.944889074451988,1,0.0570248467599344
"Tarsius_lariang",0.0570248471504994,0.0570248475410643,0.0570248471504993,0,0,0,0,0,0,0,0,0,0.0570248475410643,0.0570248475410643,0.0570248475410643,0.0570248471504994,0.0570248471504994,0.0570248471504993,0.0570248471504993,0.0570248471504994,0.0570248471504994,0.0570248475410643,0.0570248475410643,0.0570248475410643,0.0570248475410643,0.0570248475410643,0.0570248475410643,0.0570248471504993,0.0570248475410643,0.0570248475410643,0.0570248471504994,0.0570248471504994,0.0570248475410643,0.0570248471504994,0.0570248471504994,0.0570248475410643,0.0570248467599344,0.0570248471504994,0.0570248471504994,0.0570248475410643,0.0570248475410643,0.0570248475410643,0.0570248475410643,0.0570248475410643,0.0570248471504994,0.0570248475410643,0.0570248471504994,0.0570248471504993,0.0570248467599344,0.0570248467599344,1
